q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
O74271_CANAL	NODE_192_62360_cov_15.135410	57.859	1018	399	13	11	1014	30630	33635	0	1029																																												
O74686_AJECA	NODE_44_138504_cov_15.069614	46.429	168	77	5	21	184	12858	12382	1.18E-41	149																																												
O93800_ALTAL	NODE_46_136539_cov_14.398198	40.786	407	221	11	1	393	37092	38294	1.67E-92	285																																												
O93801_ALTAL	NODE_17_186171_cov_15.279891	24.599	187	116	4	1	163	126082	125525	9.78E-14	69.3																																												
O93802_ALTAL	NODE_94_100310_cov_14.477117	76.098	205	49	0	3	207	82639	82025	2.68E-105	332																																												
O93841_9PEZI	NODE_133_82891_cov_15.276799	44.379	845	425	12	34	846	68250	65755	0	665																																												
O93842_FUSSP	NODE_46_136539_cov_14.398198	35.845	438	240	4	135	537	26161	24866	9.01E-96	277																																												
O93886_9PEZI	NODE_127_84993_cov_14.189428	38	550	317	6	5	547	40997	42595	3.86E-96	321																																												
O94101_BOTFU	NODE_163_71394_cov_15.543856	73.551	276	73	0	6	281	42793	43620	5.91E-140	435																																												
O94196_MAGGR	NODE_5_282439_cov_15.021494	59.259	27	11	0	2	28	19452	19372	3.14E-06	40.8																																												
OPSB_ARTBC	NODE_359_33047_cov_14.312728	55.118	381	165	5	1	380	22264	21137	1.18E-122	392																																												
OPSB_ARTOC	NODE_359_33047_cov_14.312728	51.306	421	172	9	1	399	22264	21035	3.08E-119	382																																												
OPSB_ASPFU	NODE_359_33047_cov_14.312728	55.665	406	165	6	2	399	22249	21053	2.50E-121	388																																												
OPSB_TRIVH	NODE_359_33047_cov_14.312728	55.118	381	165	5	1	380	22264	21137	6.09E-123	393																																												
ORYZ_ASPFC	NODE_108_93473_cov_14.686178	41.867	332	155	8	38	341	39813	38848	6.46E-57	199																																												
ORYZ_ASPFU	NODE_108_93473_cov_14.686178	41.867	332	155	8	38	341	39813	38848	6.46E-57	199																																												
P78585_BOTFU	NODE_103_95042_cov_13.829974	39.721	861	470	15	50	889	32709	30211	8.53E-173	558																																												
P79049_PICAN	NODE_156_75747_cov_12.675231	57.182	369	158	0	1	369	67857	68963	1.10E-140	442																																												
P79068_GLOLA	NODE_3_298909_cov_14.579643	46.388	2104	1028	31	55	2111	58377	64529	0	1782																																												
P87042_9HYPO	NODE_391_29751_cov_15.088206	79.845	129	25	1	1	128	29258	29644	3.23E-65	213																																												
P87043_METAN	NODE_391_29751_cov_15.088206	55.814	129	57	0	1	129	29258	29644	1.42E-45	157																																												
P87198_USTMD	NODE_8_216030_cov_14.945137	41.758	455	182	14	253	670	36032	34806	1.33E-82	301																																												
P87199_USTMD	NODE_273_47200_cov_15.921080	47.009	953	406	20	1	907	22659	25358	0	722																																												
P97995_ASPFM	NODE_122_86738_cov_13.189029	68.887	1456	412	15	1	1425	71498	67161	0	2071																																												
PABP_COCIM	NODE_141_80488_cov_14.851060	85.669	314	44	1	1	314	40496	39558	1.08E-177	563																																												
PACC_CANAL	NODE_517_15636_cov_15.379264	50.42	119	32	1	148	239	2096	1740	9.60E-31	129																																												
PACC_EMENI	NODE_517_15636_cov_15.379264	43.243	592	229	18	13	531	2105	432	2.06E-101	338																																												
PACC_FUSOX	NODE_517_15636_cov_15.379264	37.261	628	279	22	1	545	2096	309	8.02E-88	296																																												
PALA_CANAL	NODE_66_119985_cov_14.533123	28.371	712	490	6	11	714	117764	119863	1.68E-90	311																																												
PALB_CANAL	NODE_445_24338_cov_12.885135	27.801	482	277	17	123	537	18548	17115	4.63E-31	130																																												
PALF_CANAL	NODE_24_168725_cov_14.737185	34.132	167	72	5	192	322	115465	114971	3.66E-17	85.9																																												
PEPA_ARTBC	NODE_215_56850_cov_15.379370	44.081	397	148	9	3	340	21141	22286	1.77E-86	284																																												
PEPA_ARTOC	NODE_215_56850_cov_15.379370	41.795	390	147	8	7	328	21159	22292	4.02E-77	257																																												
PEPA_ASPFC	NODE_215_56850_cov_15.379370	53.659	369	117	5	18	332	21180	22286	6.42E-101	325																																												
PEPA_ASPFU	NODE_215_56850_cov_15.379370	53.659	369	117	5	18	332	21180	22286	6.42E-101	325																																												
PEPA_COCP7	NODE_38_146689_cov_14.597099	47.238	362	162	5	1	344	79547	78495	3.32E-95	311																																												
PEPA_TRIVH	NODE_215_56850_cov_15.379370	43.829	397	149	9	3	340	21141	22286	1.09E-85	282																																												
PESC_CANAL	NODE_30_159743_cov_14.519641	40.363	441	217	8	1	399	139575	140885	6.85E-96	319																																												
PHR1_CANAL	NODE_577_10138_cov_14.892718	50.588	425	185	6	12	414	6384	5119	4.44E-141	448																																												
PHR2_CANAL	NODE_577_10138_cov_14.892718	53.349	418	170	5	1	396	6387	5143	1.15E-139	444																																												
PLB1_CANAL	NODE_312_40577_cov_15.103239	41.445	526	283	11	3	509	1532	3091	6.23E-110	360																																												
PLB1_CRYNV	NODE_312_40577_cov_15.103239	39.147	516	264	17	36	521	1619	3106	2.64E-89	302																																												
PMT1_CANAL	NODE_393_29524_cov_13.662891	46.465	693	345	8	33	701	15091	13019	0	579																																												
PYRF_CANAL	NODE_57_125165_cov_14.233049	43.192	213	113	4	1	209	40052	40678	2.24E-47	166																																												
Q000T6_BOTFU	NODE_46_136539_cov_14.398198	71.171	222	58	2	132	351	127937	127284	1.04E-89	294																																												
Q00368_9PEZI	NODE_11_206496_cov_15.134061	44.538	119	66	0	1	119	54584	54940	8.90E-23	92																																												
Q00523_CRYNE	NODE_186_63781_cov_13.761900	33.333	288	169	8	19	289	1370	525	9.72E-37	142																																												
Q00635_9FUNG	NODE_391_29751_cov_15.088206	61.24	129	50	0	1	129	29258	29644	2.49E-51	174																																												
Q00838_9ASCO	NODE_391_29751_cov_15.088206	59.589	146	53	3	2	144	29237	29665	1.95E-53	180																																												
Q00LS5_PHAND	NODE_160_72784_cov_15.852499	70.612	245	69	1	77	321	24201	24926	1.44E-126	340																																												
Q01143_MAGGR	NODE_105_93973_cov_15.589658	76.081	347	51	2	156	470	57788	58828	1.40E-165	518																																												
Q01446_NECHA	NODE_433_25695_cov_15.019321	41.99	412	222	7	1	398	16943	18169	2.21E-99	324																																												
Q01739_PENCH	NODE_46_136539_cov_14.398198	57.246	138	48	3	1	129	98735	98328	1.14E-45	157																																												
Q01932_PENMA	NODE_391_29751_cov_15.088206	62.585	147	49	3	4	147	29240	29671	2.54E-56	189																																												
Q09MP4_ALTBR	NODE_153_77260_cov_16.962104	44.708	1436	743	17	1	1399	61704	65969	0	1149																																												
Q09MP5_COCMI	NODE_153_77260_cov_16.962104	49.423	1127	538	14	1	1118	61704	65015	0	1073																																												
Q09RL3_CRYNE	NODE_243_51696_cov_15.428106	47.273	110	43	3	195	298	35445	35747	3.84E-21	100																																												
Q0PND8_MAGGR	NODE_285_43986_cov_15.260813	46.504	1273	614	23	1	1235	27419	31150	0	927																																												
Q0QWD8_LEPMC	NODE_266_47725_cov_14.587924	56.478	301	126	3	1	298	17597	18493	1.79E-106	340																																												
Q0WXM3_FUSOX	NODE_168_69030_cov_15.840370	23.631	347	226	7	51	364	27268	26246	1.32E-19	94																																												
Q156F4_BOTFU	NODE_34_150389_cov_13.990497	68.782	583	179	2	48	629	145891	147633	0	840																																												
Q156F5_BOTFU	NODE_181_65176_cov_14.917139	81.648	267	46	2	43	309	35642	36433	5.49E-144	455																																												
Q197G0_CRYNV	NODE_133_82891_cov_15.276799	47.619	63	33	0	33	95	17355	17167	5.84E-12	66.2																																												
Q1A1Y7_CRYNV	NODE_192_62360_cov_15.135410	52.5	1000	424	10	314	1303	30555	33431	0	968																																												
Q1AHN1_COLGL	NODE_87_107269_cov_14.673125	76.842	95	20	1	1	93	25734	26018	1.57E-44	152																																												
Q1AMT8_TRIRU	NODE_55_127238_cov_14.683458	59.101	445	166	5	1	429	24284	25618	6.94E-171	531																																												
Q1HGK2_MAGGR	NODE_276_46027_cov_13.634662	49.528	636	255	10	62	633	42674	40773	0	578																																												
Q1JV39_CORMI	NODE_371_31933_cov_13.923442	77.682	1734	351	7	55	1781	1023	6137	0	2674																																												
Q1L2E2_PHAND	NODE_210_58068_cov_14.325365	66.43	563	159	6	1	537	6490	4814	0	719																																												
Q1WN54_COPDI	NODE_40_145121_cov_15.009780	32.323	99	64	3	5	100	120345	120641	1.21E-09	53.5																																												
Q1WN55_COPDI	NODE_40_145121_cov_15.009780	32.323	99	64	3	5	100	120345	120641	1.21E-09	53.5																																												
Q1WN56_COPDI	NODE_109_93469_cov_14.741060	37.705	61	38	0	5	65	55800	55618	3.24E-08	49.7																																												
Q1WN61_COPDI	NODE_109_93469_cov_14.741060	37.705	61	38	0	5	65	55800	55618	3.24E-08	49.7																																												
Q1WN65_COPDI	NODE_109_93469_cov_14.741060	37.705	61	38	0	5	65	55800	55618	3.24E-08	49.7																																												
Q1WN66_COPDI	NODE_109_93469_cov_14.741060	37.705	61	38	0	5	65	55800	55618	2.49E-08	49.7																																												
Q1WN77_COPDI	NODE_109_93469_cov_14.741060	37.705	61	38	0	5	65	55800	55618	3.24E-08	49.7																																												
Q1WN83_COPDI	NODE_109_93469_cov_14.741060	37.705	61	38	0	5	65	55800	55618	3.24E-08	49.7																																												
Q1WN93_COPDI	NODE_109_93469_cov_14.741060	36.066	61	39	0	5	65	55800	55618	2.04E-07	47.4																																												
Q27PP1_EMENI	NODE_55_127238_cov_14.683458	60.377	424	152	5	1	409	24308	25576	2.02E-164	511																																												
Q2H9J2_CHAGB	NODE_39_146068_cov_21.102672	53.23	836	325	9	45	819	74760	72268	0	776																																												
Q2HZ32_CANPA	NODE_184_64386_cov_15.001447	45.032	473	165	12	1	401	55922	54573	8.40E-119	380																																												
Q2I0M6_CERNC	NODE_138_81484_cov_14.730742	37.64	178	101	3	195	369	52474	51962	3.40E-50	116																																												
Q2KG56_MAGO7	NODE_15_191686_cov_14.836928	61.151	139	51	1	1	139	60920	61327	8.35E-52	175																																												
Q2KN79_FUSOX	NODE_577_10138_cov_14.892718	52.315	432	180	8	1	411	6384	5104	5.50E-136	433																																												
Q2L7J5_FUSSO	NODE_371_31933_cov_13.923442	77.765	1718	360	7	57	1765	1023	6137	0	2774																																												
Q2LK92_BOTFU	NODE_8_216030_cov_14.945137	64.912	57	20	0	1	57	16947	17117	7.17E-18	74.7																																												
Q2PBY8_CLAPU	NODE_15_191686_cov_14.836928	90.37	135	12	1	1	135	60926	61327	2.39E-79	254																																												
Q2PEN8_9HYPO	NODE_498_18403_cov_13.842745	69.524	420	118	3	9	423	5840	7084	0	600																																												
Q2PEP0_9HYPO	NODE_83_109700_cov_14.776177	70.659	501	141	2	1	497	94960	96456	0	777																																												
Q2TJF8_GIBMO	NODE_503_17281_cov_14.970619	42.23	843	378	23	1	763	620	3061	5.46E-179	569																																												
Q2V086_GLOLA	NODE_6_266467_cov_15.217290	63.587	920	302	7	1	896	106264	108996	0	1061																																												
Q2VLJ1_GIBZA	NODE_7_231350_cov_16.307214	32.359	479	284	12	44	490	167213	165801	1.09E-55	201																																												
Q2XW08_COCHE	NODE_264_47848_cov_14.511808	32.883	1110	658	26	43	1085	26165	29434	1.76E-159	550																																												
Q30E79_CRYNV	NODE_144_79672_cov_13.726834	33.784	148	85	3	1	144	49162	48746	6.75E-17	77																																												
Q30H30_CRYGA	NODE_66_119985_cov_14.533123	84.722	72	11	0	1	72	15449	15234	8.19E-38	132																																												
Q30H31_CRYGA	NODE_66_119985_cov_14.533123	84.722	72	11	0	1	72	15449	15234	8.19E-38	132																																												
Q32WF7_PHAND	NODE_210_58068_cov_14.325365	71.074	242	34	1	1	206	48427	47702	1.12E-115	362																																												
Q3HWT3_9BASI	NODE_391_29751_cov_15.088206	58.915	129	50	1	1	126	29258	29644	1.86E-46	159																																												
Q3HWT4_9BASI	NODE_391_29751_cov_15.088206	66.667	129	43	0	1	129	29258	29644	4.99E-56	187																																												
Q3HWT6_9BASI	NODE_391_29751_cov_15.088206	53.077	130	55	3	1	127	29258	29638	4.74E-40	141																																												
Q3HWT7_9BASI	NODE_391_29751_cov_15.088206	51.163	129	63	0	1	129	29258	29644	4.78E-42	147																																												
Q3HWT9_9BASI	NODE_391_29751_cov_15.088206	58.915	129	50	1	1	126	29258	29644	2.56E-46	159																																												
Q3I4V7_CRYNV	NODE_144_79672_cov_13.726834	33.735	166	104	1	1	166	49219	48740	2.92E-16	75.9																																												
Q3Y5V5_MAGGR	NODE_36_150010_cov_14.971805	36.817	1244	697	14	24	1261	110862	107380	0	671																																												
Q4JEX9_TRIRU	NODE_55_127238_cov_14.683458	59.101	445	166	5	1	429	24284	25618	7.80E-171	531																																												
Q4KRH1_ARTBE	NODE_44_138504_cov_15.069614	41.843	662	350	17	3	640	31877	33829	3.00E-154	494																																												
Q4P8E7_USTMA	NODE_2_339980_cov_14.749374	31.837	245	123	8	269	508	2	619	3.12E-21	99.4																																												
Q4P8E8_USTMA	NODE_19_180502_cov_14.935723	51.754	114	55	0	499	612	54725	54384	1.75E-72	127																																												
Q4PCH2_USTMA	NODE_110_93212_cov_14.863716	33.913	115	63	3	76	189	60121	59813	3.68E-08	56.6																																												
Q4PD87_USTMA	NODE_197_61030_cov_13.638474	46.541	318	136	14	1	296	16815	15898	1.93E-67	237																																												
Q4PDC5_USTMA	NODE_99_97612_cov_15.340452	53.565	519	183	8	10	478	11609	13141	3.29E-173	542																																												
Q4PDC7_USTMA	NODE_61_121985_cov_14.507197	40.875	526	274	14	5	526	20166	21644	2.63E-108	355																																												
Q4U2W2_ISSOR	NODE_371_31933_cov_13.923442	67.286	1669	524	11	64	1725	1176	6137	0	2251																																												
Q4U320_USTMD	NODE_126_85463_cov_14.400956	44.689	273	142	2	57	326	42118	42918	2.26E-63	222																																												
Q4WCL5_ASPFU	NODE_453_23233_cov_13.944820	80	305	60	1	3	306	9334	8420	3.67E-167	516																																												
Q4WDG8_ASPFU	NODE_48_131031_cov_15.589982	79.121	182	38	0	3	184	62750	63295	3.35E-94	299																																												
Q4WDL0_ASPFU	NODE_418_26997_cov_12.914998	60.909	220	85	1	44	262	9631	8972	5.87E-84	275																																												
Q4WEM7_ASPFU	NODE_88_103569_cov_14.399876	60.377	530	191	7	139	652	62672	64252	0	594																																												
Q4WEN8_ASPFU	NODE_217_56212_cov_13.670982	72.686	443	105	6	1	430	16582	17901	0	634																																												
Q4WES1_ASPFU	NODE_869_850_cov_2.705394	65.161	155	49	2	224	375	44	502	2.08E-57	188																																												
Q4WGR1_ASPFU	NODE_156_75747_cov_12.675231	87.406	397	49	1	1	396	67911	69101	0	648																																												
Q4WHH1_ASPFU	NODE_226_55105_cov_14.202536	66.34	306	98	2	97	400	52666	53574	1.28E-114	379																																												
Q4WJ71_ASPFU	NODE_618_7841_cov_11.698341	83.333	270	45	0	92	361	3236	2427	2.87E-172	476																																												
Q4WKG5_ASPFU	NODE_217_56212_cov_13.670982	84.141	227	20	1	170	380	24516	23836	0	399																																												
Q4WKJ9_ASPFU	NODE_77_112640_cov_15.584235	64.552	268	71	6	53	315	3	749	1.08E-106	341																																												
Q4WLS1_ASPFU	NODE_61_121985_cov_14.507197	45.731	691	358	8	2	689	44198	42168	0	575																																												
Q4WLT4_ASPFU	NODE_371_31933_cov_13.923442	83.392	1710	277	2	37	1746	1029	6137	0	2878																																												
Q4WMR3_ASPFU	NODE_41_143367_cov_14.501620	75.661	189	46	0	1	189	127144	126578	1.92E-95	304																																												
Q4WNM3_ASPFU	NODE_169_68952_cov_15.493600	53.902	692	296	9	1	678	14095	12047	0	631																																												
Q4WP25_ASPFU	NODE_8_216030_cov_14.945137	64.882	467	159	1	10	471	141772	143172	1.45E-167	524																																												
Q4WPX2_ASPFU	NODE_71_117508_cov_14.424771	43.805	1025	505	17	1	1010	77992	80898	0	847																																												
Q4WQ27_ASPFU	NODE_2_339980_cov_14.749374	74.359	390	97	1	4	390	128845	127676	0	611																																												
Q4WQJ0_ASPFU	NODE_66_119985_cov_14.533123	74.398	332	67	3	1	332	15737	14796	5.33E-159	492																																												
Q4WU51_ASPFU	NODE_184_64386_cov_15.001447	68.043	460	111	8	2	431	55934	54573	0	610																																												
Q4WUA3_ASPFU	NODE_359_33047_cov_14.312728	81.319	364	66	1	1	362	14570	13479	0	632																																												
Q4WWN9_ASPFU	NODE_330_38203_cov_13.781069	81.405	242	45	0	1	242	23116	22391	2.18E-140	434																																												
Q4WX65_ASPFU	NODE_20_180164_cov_15.436855	77.344	128	29	0	209	336	124757	124374	1.65E-90	213																																												
Q4WXC5_ASPFU	NODE_46_136539_cov_14.398198	61.605	461	162	5	8	462	104533	105888	0	569																																												
Q4WXL8_ASPFU	NODE_459_22408_cov_12.085005	66.667	372	105	2	1	354	18843	19955	4.32E-155	483																																												
Q4WYU7_ASPFU	NODE_368_32152_cov_14.478002	65.333	675	188	13	1	651	16052	18010	0	827																																												
Q4WZG4_ASPFU	NODE_338_36792_cov_13.976217	56.113	638	261	10	1	630	20832	18952	0	636																																												
Q4X0J6_ASPFU	NODE_193_61615_cov_17.659625	77.279	691	141	4	1	675	8050	5978	0	1103																																												
Q4X132_ASPFU	NODE_413_27425_cov_13.694153	77.835	194	43	0	51	244	20332	20913	7.79E-108	323																																												
Q4X146_ASPFU	NODE_377_31591_cov_12.686340	59.864	441	142	8	1	407	23221	24540	4.23E-160	499																																												
Q50I20_ASPFM	NODE_331_38179_cov_14.197072	76.79	405	90	1	1	405	30544	31746	0	620																																												
Q56J91_CANGB	NODE_461_22286_cov_13.662259	54.305	302	138	0	10	311	12153	13058	1.11E-95	309																																												
Q589C6_BOTFU	NODE_150_77818_cov_14.374664	55.486	319	84	6	1	263	2264	3214	3.48E-92	293																																												
Q58FH5_CRYNV	NODE_43_141924_cov_15.037384	27.312	465	246	11	1	375	18129	19517	7.79E-33	130																																												
Q595W5_PICPA	NODE_104_94988_cov_14.777327	56.25	256	91	3	1	236	9333	10097	3.53E-86	279																																												
Q59JX6_CANAL	NODE_54_127239_cov_14.958800	58.14	43	18	0	1	43	45617	45489	1.70E-10	53.1																																												
Q59K50_CANAL	NODE_453_23233_cov_13.944820	60.323	310	122	1	1	309	9334	8405	1.16E-117	374																																												
Q59KD5_CANAL	NODE_359_33047_cov_14.312728	22.185	302	150	11	284	585	15987	16637	3.29E-09	60.8																																												
Q59KP3_CANAL	NODE_193_61615_cov_17.659625	60.176	683	220	5	1	635	8014	5978	0	843																																												
Q59KS4_CANAL	NODE_243_51696_cov_15.428106	58.852	418	167	3	1	418	14810	16048	8.34E-157	504																																												
Q59KY8_CANAL	NODE_154_77206_cov_14.402263	71.66	247	68	1	8	254	38634	37900	1.36E-120	378																																												
Q59KZ0_CANAL	NODE_169_68952_cov_15.493600	43.056	360	151	6	250	586	13279	12293	1.97E-68	244																																												
Q59KZ2_CANAL	NODE_15_191686_cov_14.836928	52.252	111	52	1	5	115	149446	149775	1.01E-34	125																																												
Q59L90_CANAL	NODE_467_21731_cov_16.047167	44.755	143	66	2	1	130	21440	21012	1.28E-28	109																																												
Q59LF3_CANAL	NODE_580_9665_cov_16.316628	45.37	432	198	5	1	413	6921	8159	5.72E-112	361																																												
Q59LL5_CANAL	NODE_48_131031_cov_15.589982	64.458	166	54	1	1	161	62798	63295	1.08E-64	213																																												
Q59LQ7_CANAL	NODE_618_7841_cov_11.698341	57.724	246	99	2	112	356	3227	2502	1.93E-104	293																																												
Q59LS4_CANAL	NODE_111_93053_cov_14.426533	41.247	417	191	9	15	388	6583	7800	1.19E-92	304																																												
Q59M50_CANAL	NODE_21_179562_cov_13.856455	50.218	229	92	3	299	505	75531	76217	1.24E-68	239																																												
Q59MD2_CANAL	NODE_28_162353_cov_14.648842	45.455	55	29	1	703	757	19071	18910	1.55E-08	58.5																																												
Q59MV8_CANAL	NODE_359_33047_cov_14.312728	37.989	358	183	13	3	332	22249	21209	1.74E-53	189																																												
Q59MV9_CANAL	NODE_14_193013_cov_15.489076	31.143	350	222	6	1	334	96534	95494	1.47E-43	160																																												
Q59NG2_CANAL	NODE_348_35299_cov_12.935659	50.857	175	86	0	2	176	3421	2897	1.41E-53	195																																												
Q59NL7_CANAL	NODE_56_125249_cov_14.302033	40.329	243	116	4	11	224	85520	84792	6.12E-44	171																																												
Q59NP5_CANAL	NODE_43_141924_cov_15.037384	45.247	263	123	6	100	345	98435	99211	1.62E-54	193																																												
Q59NY2_CANAL	NODE_42_143191_cov_14.749867	53.02	298	125	5	216	498	68794	69687	6.18E-150	320																																												
Q59P43_CANAL	NODE_83_109700_cov_14.776177	63.736	182	26	3	1	142	80428	79883	2.79E-68	223																																												
Q59PD2_CANAL	NODE_92_102186_cov_14.471365	55.102	49	22	0	11	59	44603	44457	1.20E-07	57																																												
Q59PH2_CANAL	NODE_8_216030_cov_14.945137	37.179	78	44	1	3	80	87268	87050	2.91E-07	49.3																																												
Q59PJ5_CANAL	NODE_8_216030_cov_14.945137	37.179	78	44	1	3	80	87268	87050	1.50E-07	50.4																																												
Q59QA6_CANAL	NODE_77_112640_cov_15.584235	28.044	731	407	18	326	1037	9873	7981	1.98E-66	246																																												
Q59QC5_CANAL	NODE_130_83864_cov_14.122944	54.545	66	30	0	1	66	62916	63113	6.86E-15	68.6																																												
Q59QH2_CANAL	NODE_122_86738_cov_13.189029	53.419	234	93	4	45	270	36148	36825	8.45E-74	243																																												
Q59RB8_CANAL	NODE_331_38179_cov_14.197072	47.072	461	237	3	2	461	29243	27879	4.49E-131	419																																												
Q59RG0_CANAL	NODE_112_93017_cov_15.849801	53.668	518	226	8	7	517	44838	43306	1.52E-157	497																																												
Q59RG1_CANAL	NODE_112_93017_cov_15.849801	58.475	472	191	4	29	499	44709	43306	4.61E-165	518																																												
Q59RQ6_CANAL	NODE_64_120326_cov_15.014318	68.817	279	86	1	154	431	1704	868	1.55E-151	393																																												
Q59RR0_CANAL	NODE_61_121985_cov_14.507197	44.144	111	61	1	575	684	51243	51575	8.55E-26	114																																												
Q59RW2_CANAL	NODE_117_89130_cov_13.866847	33.423	371	205	9	1	335	27741	28835	2.78E-55	195																																												
Q59RW3_CANAL	NODE_45_137173_cov_16.090108	53.913	115	51	2	1	115	48492	48154	4.34E-33	121																																												
Q59RW5_CANAL	NODE_44_138504_cov_15.069614	28.387	310	189	11	4	302	1036	173	8.78E-35	137																																												
Q59SD1_CANAL	NODE_85_108021_cov_14.620683	31.414	191	103	8	2	183	14194	14709	3.41E-19	84.7																																												
Q59SI6_CANAL	NODE_21_179562_cov_13.856455	46.691	272	116	4	76	327	171891	171103	9.04E-74	250																																												
Q59SR4_CANAL	NODE_869_850_cov_2.705394	33.69	187	102	9	221	404	2	505	1.25E-18	85.5																																												
Q59SU1_CANAL	NODE_359_33047_cov_14.312728	34.564	298	172	6	141	423	22090	21221	1.83E-41	159																																												
Q59TT3_CANAL	NODE_175_67398_cov_14.979754	38.989	1385	672	34	114	1449	53341	49559	0	806																																												
Q59TV9_CANAL	NODE_359_33047_cov_14.312728	22.185	302	150	11	284	585	15987	16637	2.05E-09	61.6																																												
Q59TZ7_CANAL	NODE_359_33047_cov_14.312728	22.185	302	150	11	284	585	15987	16637	2.05E-09	61.6																																												
Q59U72_CANAL	NODE_359_33047_cov_14.312728	57.862	318	118	4	1	303	14486	13536	1.38E-120	382																																												
Q59UI5_CANAL	NODE_62_121397_cov_14.963874	38.956	249	121	7	28	264	17052	16363	2.16E-34	138																																												
Q59UQ8_CANAL	NODE_213_57284_cov_14.231870	31.25	192	95	6	1	163	52448	52999	1.29E-20	94.4																																												
Q59UR3_CANAL	NODE_201_59809_cov_14.744278	28.155	103	67	2	352	450	5078	4779	4.02E-06	51.2																																												
Q59VF3_CANAL	NODE_4_295429_cov_13.989292	37.634	1209	653	24	558	1679	283067	279483	0	767																																												
Q59VG6_CANAL	NODE_347_35339_cov_14.274083	60	205	81	1	68	272	22658	22047	1.23E-64	221																																												
Q59VH7_CANAL	NODE_359_33047_cov_14.312728	34.625	387	204	8	149	519	22279	21218	1.60E-55	201																																												
Q59VQ3_CANAL	NODE_127_84993_cov_14.189428	50	88	38	2	65	152	66979	67224	2.70E-18	80.5																																												
Q59VU9_CANAL	NODE_127_84993_cov_14.189428	50	88	38	2	63	150	66979	67224	9.08E-19	82																																												
Q59W09_CANAL	NODE_5_282439_cov_15.021494	30.449	312	140	7	1	253	209400	210281	6.04E-34	132																																												
Q59W43_CANAL	NODE_18_183751_cov_14.777611	26.254	339	168	12	248	571	16085	16900	8.42E-13	72																																												
Q59W63_CANAL	NODE_413_27425_cov_13.694153	64.851	202	70	1	52	252	20332	20937	1.30E-69	234																																												
Q59WD6_CANAL	NODE_363_32522_cov_13.336101	67.407	135	44	0	1	135	8451	8047	4.94E-57	208																																												
Q59WE5_CANAL	NODE_67_119962_cov_13.977953	37.888	161	98	1	2	160	102195	102677	1.01E-36	105																																												
Q59WF4_CANAL	NODE_282_44190_cov_14.976556	32.012	328	160	5	125	427	8789	7920	1.79E-37	148																																												
Q59WH0_CANAL	NODE_158_75504_cov_15.908871	39.77	435	196	9	2	370	52163	50859	5.98E-78	261																																												
Q59WU2_CANAL	NODE_30_159743_cov_14.519641	39.456	147	68	3	156	282	24558	24995	1.11E-24	107																																												
Q59X23_CANAL	NODE_21_179562_cov_13.856455	48.052	770	313	11	1	695	65247	67520	0	692																																												
Q59X54_CANAL	NODE_48_131031_cov_15.589982	57.075	212	85	3	1	207	38636	39268	1.75E-64	226																																												
Q59X89_CANAL	NODE_148_78349_cov_15.870305	54.268	164	62	3	1	152	11883	12371	4.67E-47	162																																												
Q59XB1_CANAL	NODE_217_56212_cov_13.670982	32.976	373	162	11	1	297	16642	17724	2.36E-48	174																																												
Q59XF7_CANAL	NODE_217_56212_cov_13.670982	33.512	373	161	12	1	298	16642	17724	2.33E-47	171																																												
Q59XR0_CANAL	NODE_592_9021_cov_10.521700	54.726	603	262	5	83	676	6874	8676	0	624																																												
Q59XU5_CANAL	NODE_121_88035_cov_15.589787	66.372	113	38	0	1	113	76726	77064	4.69E-44	157																																												
Q59XX2_CANAL	NODE_259_48179_cov_14.890618	35	40	26	0	2	41	44030	44149	1.14E-04	36.6																																												
Q59YF3_CANAL	NODE_182_65003_cov_15.335872	30.712	941	514	23	89	914	53040	50287	1.17E-133	444																																												
Q59YK6_CANAL	NODE_274_46879_cov_13.810874	28.669	293	186	6	106	377	33788	32916	3.73E-35	115																																												
Q59Z23_CANAL	NODE_105_93973_cov_15.589658	67.246	345	80	3	65	376	57797	58831	3.81E-157	489																																												
Q59Z39_CANAL	NODE_695_4104_cov_10.408599	44.444	81	42	1	99	179	557	790	6.29E-30	77																																												
Q59Z94_CANAL	NODE_173_67513_cov_13.228638	52.988	251	92	5	207	443	19256	18540	6.03E-90	231																																												
Q59ZB7_CANAL	NODE_258_48638_cov_12.846303	52.532	158	64	3	1	157	22408	22851	4.20E-50	171																																												
Q59ZI9_CANAL	NODE_317_39823_cov_12.770607	60.959	146	57	0	114	259	16500	16063	2.40E-86	209																																												
Q59ZX1_CANAL	NODE_93_100839_cov_13.635922	44.681	47	23	2	306	352	86444	86313	1.16E-04	46.6																																												
Q59ZX2_CANAL	NODE_290_43345_cov_21.466449	56.766	303	130	1	1	302	9815	10723	4.23E-104	334																																												
Q59ZY7_CANAL	NODE_56_125249_cov_14.302033	25	304	129	8	32	252	50997	51860	2.22E-24	102																																												
Q5A0E5_CANAL	NODE_133_82891_cov_15.276799	37.662	77	48	0	162	238	17367	17137	1.22E-11	64.3																																												
Q5A0W8_CANAL	NODE_368_32152_cov_14.478002	38.889	612	321	14	13	579	16193	18004	9.40E-118	385																																												
Q5A0Y0_CANAL	NODE_41_143367_cov_14.501620	36.207	174	110	1	1	174	127132	126614	4.98E-32	121																																												
