q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 
g3500	lcl|NW_015622819.1_prot_XP_016267352.1_3005	100	397	0	0	1	397	79	475	0	811
g3501	lcl|NW_015622819.1_prot_XP_016267351.1_3004	100	271	0	0	1	271	123	393	0	557
g3502	lcl|NW_015622819.1_prot_XP_016267350.1_3003	100	459	0	0	1	459	93	551	0	958
g3503	lcl|NW_015622819.1_prot_XP_016267349.1_3002	100	143	0	0	1	143	79	221	8.12E-102	289
g3504	lcl|NW_015622819.1_prot_XP_016267348.1_3001	100	225	0	0	1	225	79	303	7.24E-166	458
g3505	lcl|NW_015622819.1_prot_XP_016267347.1_3000	100	237	0	0	1	237	37	273	0	501
g3506	lcl|NW_015622819.1_prot_XP_016267346.1_2999	100	250	0	0	1	250	79	328	5.25E-179	493
g3507	lcl|NW_015622819.1_prot_XP_016267345.1_2998	100	330	0	0	1	330	79	408	0	694
g3508	lcl|NW_015622819.1_prot_XP_016267344.1_2997	100	499	0	0	1	499	79	577	0	1004
g3509	lcl|NW_015622826.1_prot_XP_016259409.1_9937	69.756	615	182	2	1	615	79	689	0	903
g351	lcl|NW_015622821.1_prot_XP_016264504.1_5848	100	421	0	0	1	421	46	466	0	869
g3510	lcl|NW_015622856.1_prot_XP_016256395.1_12785	44.128	281	133	5	4	263	62	339	8.05E-60	191
g3511	lcl|NW_015622822.1_prot_XP_016262086.1_6032	100	378	0	0	21	398	1	378	0	786
g3512	lcl|NW_015622822.1_prot_XP_016262087.1_6033	100	119	0	0	1	119	79	197	2.13E-84	243
g3513	lcl|NW_015622822.1_prot_XP_016262088.1_6034	100	342	0	0	1	342	79	420	0	712
g3516	lcl|NW_015622822.1_prot_XP_016262089.1_6035	98.286	992	0	1	1	992	79	1053	0	1985
g3517	lcl|NW_015622822.1_prot_XP_016262090.1_6036	100	841	0	0	62	902	1	841	0	1746
g3518	lcl|NW_015622822.1_prot_XP_016262091.1_6037	100	258	0	0	1	258	79	336	0	534
g352	lcl|NW_015622819.1_prot_XP_016266674.1_2327	100	171	0	0	1	171	79	249	2.61E-124	361
g3520	lcl|NW_015622822.1_prot_XP_016262093.1_6039	100	229	0	0	1	229	79	307	5.17E-175	481
g3521	lcl|NW_015622822.1_prot_XP_016262094.1_6040	100	247	0	0	1	247	79	325	0	513
g3522	lcl|NW_015622822.1_prot_XP_016262095.1_6041	100	28	0	0	1	28	79	106	9.91E-14	57.4
g3523	lcl|NW_015622822.1_prot_XP_016262096.1_6042	100	149	0	0	1	149	79	227	2.70E-107	303
g3524	lcl|NW_015622822.1_prot_XP_016262097.1_6043	100	725	0	0	1	725	79	803	0	1405
g3525	lcl|NW_015622822.1_prot_XP_016262098.1_6044	100	729	0	0	1	729	79	807	0	1490
g3526	lcl|NW_015622822.1_prot_XP_016262099.1_6045	100	195	0	0	1	195	79	273	6.33E-145	402
g3527	lcl|NW_015622822.1_prot_XP_016262100.1_6046	100	1080	0	0	1	1080	79	1158	0	2195
g3528	lcl|NW_015622822.1_prot_XP_016262102.1_6048	100	226	0	0	1	226	79	304	9.21E-164	453
g3529	lcl|NW_015622822.1_prot_XP_016262103.1_6049	100	421	0	0	1	421	79	499	0	858
g353	lcl|NW_015622819.1_prot_XP_016266673.1_2326	100	854	0	0	1	854	79	932	0	1778
g3530	lcl|NW_015622822.1_prot_XP_016262104.1_6051	100	191	0	0	1	191	79	269	2.61E-140	390
g3531	lcl|NW_015622822.1_prot_XP_016262106.1_6052	100	228	0	0	1	228	79	306	3.14E-163	452
g3532	lcl|NW_015622822.1_prot_XP_016262107.1_6053	100	39	0	0	1	39	79	117	2.90E-22	80.1
g3533	lcl|NW_015622822.1_prot_XP_016262109.1_6055	100	250	0	0	1	250	79	328	2.16E-180	497
g3534	lcl|NW_015622822.1_prot_XP_016262110.1_6056	100	277	0	0	1	277	79	355	0	561
g3535	lcl|NW_015622822.1_prot_XP_016262111.1_6057	100	1214	0	0	1	1214	112	1325	0	2453
g3536	lcl|NW_015622822.1_prot_XP_016262112.1_6058	100	188	0	0	1	188	79	266	1.12E-140	391
g3537	lcl|NW_015622822.1_prot_XP_016262113.1_6059	100	387	0	0	1	387	79	465	0	808
g3538	lcl|NW_015622822.1_prot_XP_016262116.1_6062	100	158	0	0	1	158	79	236	6.80E-119	337
g3539	lcl|NW_015622822.1_prot_XP_016262118.1_6064	100	259	0	0	1	259	85	343	0	523
g354	lcl|NW_015622819.1_prot_XP_016266672.1_2325	100	50	0	0	1	50	79	128	1.42E-29	99.4
g3540	lcl|NW_015622822.1_prot_XP_016262119.1_6065	100	1567	0	0	1	1567	79	1645	0	3243
g3541	lcl|NW_015622822.1_prot_XP_016262120.1_6066	100	871	0	0	1	871	79	949	0	1795
g3542	lcl|NW_015622822.1_prot_XP_016262121.1_6067	100	407	0	0	1	407	79	485	0	835
g3543	lcl|NW_015622822.1_prot_XP_016262123.1_6069	100	235	0	0	1	235	79	313	7.35E-176	484
g3544	lcl|NW_015622822.1_prot_XP_016262126.1_6072	99.225	258	2	0	916	1173	7	264	0	536
g3545	lcl|NW_015622822.1_prot_XP_016262127.1_6073	100	138	0	0	1	138	79	216	7.71E-98	279
g3546	lcl|NW_015622822.1_prot_XP_016262128.1_6074	100	327	0	0	1	327	177	503	0	677
g3547	lcl|NW_015622822.1_prot_XP_016262129.1_6075	100	21	0	0	1	21	79	99	3.55E-09	45.4
g3548	lcl|NW_015622822.1_prot_XP_016262130.1_6076	100	438	0	0	1	438	79	516	0	890
g3549	lcl|NW_015622822.1_prot_XP_016262131.1_6077	100	520	0	0	1	520	75	594	0	1063
g355	lcl|NW_015622819.1_prot_XP_016266671.1_2324	100	147	0	0	1	147	79	225	1.24E-105	299
g3550	lcl|NW_015622822.1_prot_XP_016262132.1_6078	100	371	0	0	1	371	79	449	0	771
g3551	lcl|NW_015622822.1_prot_XP_016262133.1_6079	100	146	0	0	1	146	79	224	1.93E-109	309
g3552	lcl|NW_015622822.1_prot_XP_016262134.1_6080	100	146	0	0	1	146	79	224	9.64E-103	292
g3553	lcl|NW_015622822.1_prot_XP_016262135.1_6081	100	211	0	0	1	211	838	1048	2.79E-149	440
g3554	lcl|NW_015622831.1_prot_XP_016257445.1_11687	100	364	0	0	25	388	1	364	0	749
g3555	lcl|NW_015622831.1_prot_XP_016257442.1_11685	100	219	0	0	1	219	79	297	1.00E-158	439
g3556	lcl|NW_015622831.1_prot_XP_016257441.1_11683	100	233	0	0	1	233	79	311	3.72E-178	490
g3557	lcl|NW_015622831.1_prot_XP_016257440.1_11682	100	478	0	0	1	478	79	556	0	993
g3558	lcl|NW_015622831.1_prot_XP_016257439.1_11681	100	520	0	0	1	520	79	598	0	1043
g3559	lcl|NW_015622820.1_prot_XP_016265724.1_4269	56.098	615	256	3	1	614	86	687	0	702
g356	lcl|NW_015622819.1_prot_XP_016266670.1_2323	100	274	0	0	1	274	79	352	0	561
g3560	lcl|NW_015622831.1_prot_XP_016257438.1_11680	99.791	478	0	1	1	478	79	555	0	974
g3561	lcl|NW_015622820.1_prot_XP_016265723.1_4268	61.818	165	63	0	2	166	82	246	1.64E-73	219
g3562	lcl|NW_015622820.1_prot_XP_016265725.1_4270	49.901	505	228	5	8	487	87	591	2.83E-171	494
g3563	lcl|NW_015622833.1_prot_XP_016257195.1_12020	32.313	588	358	12	1	555	92	672	1.18E-88	288
g3564	lcl|NW_015622831.1_prot_XP_016257437.1_11679	100	288	0	0	1	288	79	366	0	605
g3565	lcl|NW_015622831.1_prot_XP_016257436.1_11678	100	610	0	0	1	610	106	715	0	1256
g3566	lcl|NW_015622831.1_prot_XP_016257435.1_11677	100	327	0	0	1	327	79	405	0	679
g3567	lcl|NW_015622831.1_prot_XP_016257433.1_11675	96.505	515	0	1	1	515	79	575	0	1017
g3568	lcl|NW_015622831.1_prot_XP_016257432.1_11674	100	2003	0	0	1	2003	82	2084	0	4144
g3569	lcl|NW_015622831.1_prot_XP_016257431.1_11673	100	367	0	0	1	367	79	445	0	766
g357	lcl|NW_015622819.1_prot_XP_016266669.1_2322	96.84	633	1	1	1	614	79	711	0	1265
g3570	lcl|NW_015622831.1_prot_XP_016257429.1_11671	100	200	0	0	1	200	79	278	2.87E-145	404
g3571	lcl|NW_015622831.1_prot_XP_016257428.1_11670	100	1244	0	0	1	1244	79	1322	0	2524
g3573	lcl|NW_015622831.1_prot_XP_016257427.1_11669	100	291	0	0	1	291	79	369	0	600
g3574	lcl|NW_015622831.1_prot_XP_016257425.1_11668	99.735	378	1	0	1	378	80	457	0	781
g3575	lcl|NW_015622831.1_prot_XP_016257423.1_11665	100	438	0	0	1	438	79	516	0	909
g3576	lcl|NW_015622819.1_prot_XP_016266841.1_2494	30.363	303	199	6	3	302	73	366	1.99E-35	130
g3577	lcl|NW_015622831.1_prot_XP_016257422.1_11664	100	119	0	0	1	119	79	197	3.13E-85	245
g3578	lcl|NW_015622831.1_prot_XP_016257421.1_11663	100	582	0	0	1	582	79	660	0	1216
g3579	lcl|NW_015622831.1_prot_XP_016257456.1_11698	21.961	510	299	21	8	497	88	518	1.40E-11	65.9
g358	lcl|NW_015622819.1_prot_XP_016266667.1_2320	100	655	0	0	1	655	79	733	0	1367
g3580	lcl|NW_015622823.1_prot_XP_016261919.1_7989	27.975	479	283	19	9	461	78	520	4.22E-38	144
g3581	lcl|NW_015622819.1_prot_XP_016266046.1_1699	33.178	428	277	4	2	424	69	492	1.42E-72	237
g3582	lcl|NW_015622831.1_prot_XP_016257420.1_11662	80.299	335	55	3	1	335	79	402	9.20E-173	484
g3583	lcl|NW_015622826.1_prot_XP_016259044.1_9572	30.303	462	294	9	1	454	74	515	9.55E-57	197
g3584	lcl|NW_015622831.1_prot_XP_016257419.1_11661	100	361	0	0	1	361	79	439	0	743
g3585	lcl|NW_015622831.1_prot_XP_016257418.1_11660	96.393	499	1	1	1	482	101	599	0	988
g3586	lcl|NW_015622827.1_prot_XP_016258845.1_10587	44.889	225	114	4	2	223	79	296	3.89E-56	179
g3587	lcl|NW_015622831.1_prot_XP_016257417.1_11659	99.177	486	1	1	1	483	79	564	0	982
g3588	lcl|NW_015622831.1_prot_XP_016257416.1_11658	100	386	0	0	1	386	79	464	0	809
g3589	lcl|NW_015622818.1_prot_XP_016267621.1_118	30.108	93	61	3	33	125	106	194	8.81E-05	39.3
g359	lcl|NW_015622819.1_prot_XP_016266666.1_2319	100	606	0	0	1	606	79	684	0	1227
g3590	lcl|NW_015622831.1_prot_XP_016257415.1_11657	99.592	490	2	0	1	490	79	568	0	998
g3591	lcl|NW_015622831.1_prot_XP_016257414.1_11656	99.365	630	1	1	1	627	47	676	0	1293
g3592	lcl|NW_015622831.1_prot_XP_016257413.1_11655	99.469	377	2	0	1	377	79	455	0	780
g3593	lcl|NW_015622818.1_prot_XP_016268934.1_1431	56.325	332	135	2	11	341	133	455	2.18E-142	411
g3595	lcl|NW_015622831.1_prot_XP_016257411.1_11653	99.441	179	1	0	1	179	79	257	8.90E-128	358
g3596	lcl|NW_015622831.1_prot_XP_016257410.1_11652	100	159	0	0	13	171	150	308	1.19E-117	334
g3597	lcl|NW_015622818.1_prot_XP_016268765.1_1262	100	510	0	0	369	878	1	510	0	1063
g3599	lcl|NW_015622818.1_prot_XP_016268762.1_1259	100	484	0	0	1	484	79	562	0	998
g36	lcl|NW_015622830.1_prot_XP_016257612.1_11542	100	702	0	0	1	702	114	815	0	1459
g360	lcl|NW_015622819.1_prot_XP_016266664.1_2317	99.805	512	1	0	349	860	35	546	0	1051
g3600	lcl|NW_015622818.1_prot_XP_016268761.1_1258	96.233	292	0	1	1	292	79	359	0	570
g3601	lcl|NW_015622818.1_prot_XP_016268759.1_1256	100	517	0	0	439	955	1	517	0	1037
g3604	lcl|NW_015622818.1_prot_XP_016268758.1_1255	100	476	0	0	1	476	79	554	0	961
g3605	lcl|NW_015622818.1_prot_XP_016268757.1_1254	97.989	696	7	2	622	1317	34	722	0	1400
g3606	lcl|NW_015622818.1_prot_XP_016268756.1_1253	98.337	421	0	1	1	421	79	492	0	845
g3607	lcl|NW_015622820.1_prot_XP_016265468.1_4013	28.923	325	214	7	1	310	103	425	1.20E-29	115
g3608	lcl|NW_015622818.1_prot_XP_016268755.1_1252	100	295	0	0	1	295	411	705	0	614
g3609	lcl|NW_015622824.1_prot_XP_016260487.1_8283	22.581	248	145	10	263	504	330	536	2.35E-08	56.6
g361	lcl|NW_015622819.1_prot_XP_016266663.1_2316	100	822	0	0	1	822	79	900	0	1699
g3610	lcl|NW_015622820.1_prot_XP_016265791.1_4336	51.093	503	235	5	8	509	35	527	0	538
g3612	lcl|NW_015622818.1_prot_XP_016268754.1_1251	100	907	0	0	1	907	79	985	0	1886
g3613	lcl|NW_015622821.1_prot_XP_016263588.1_4932	47	200	86	5	9	190	89	286	3.87E-52	167
g3614	lcl|NW_015622818.1_prot_XP_016268752.1_1249	99.013	304	3	0	13	316	93	396	0	629
g3615	lcl|NW_015622824.1_prot_XP_016261050.1_8846	35.765	425	266	4	1	422	79	499	1.79E-88	277
g3616	lcl|NW_015622823.1_prot_XP_016261488.1_7558	43.925	214	106	1	1	214	107	306	7.22E-57	181
g3618	lcl|NW_015622828.1_prot_XP_016258259.1_11055	36	200	107	6	1	193	134	319	5.21E-29	110
g3619	lcl|NW_015622822.1_prot_XP_016262500.1_6446	36.822	535	313	6	85	604	110	634	1.86E-117	365
g362	lcl|NW_015622819.1_prot_XP_016266662.1_2315	99.888	895	1	0	1	895	79	973	0	1850
g3620	lcl|NW_015622824.1_prot_XP_016260366.1_8162	56.333	300	84	2	1	300	75	327	7.11E-113	328
g3621	lcl|NW_015622824.1_prot_XP_016260669.1_8465	40.893	291	156	5	10	285	91	380	5.67E-69	218
g3622	lcl|NW_015622819.1_prot_XP_016266892.1_2545	65.864	457	149	1	1	450	107	563	0	638
g3623	lcl|NW_015622819.1_prot_XP_016266893.1_2546	67.051	607	192	5	1	605	103	703	0	854
g3624	lcl|NW_015622821.1_prot_XP_016264392.1_5735	42.162	185	104	3	1	182	95	279	9.50E-41	137
g3625	lcl|NW_015622827.1_prot_XP_016258955.1_10698	37.956	274	151	5	4	277	81	335	3.00E-51	170
g3626	lcl|NW_015622821.1_prot_XP_016263257.1_4601	32.514	529	282	9	67	528	13	533	1.16E-81	264
g3627	lcl|NW_015622835.1_prot_XP_016256949.1_12186	30.682	176	105	8	10	177	38	204	2.41E-07	50.4
g3628	lcl|NW_015622818.1_prot_XP_016268751.1_1248	100	236	0	0	1	236	137	372	1.31E-179	496
g3629	lcl|NW_015622818.1_prot_XP_016268750.1_1247	100	461	0	0	1	461	79	539	0	967
g363	lcl|NW_015622828.1_prot_XP_016258016.1_10812	24.324	370	234	15	145	505	88	420	8.23E-15	75.5
g3631	lcl|NW_015622818.1_prot_XP_016268749.1_1246	100	227	0	0	1	227	79	305	7.32E-166	458
g3632	lcl|NW_015622818.1_prot_XP_016268748.1_1245	100	112	0	0	1	112	79	190	7.21E-83	239
g3633	lcl|NW_015622818.1_prot_XP_016268746.1_1243	99.685	317	1	0	157	473	1	317	0	661
g3634	lcl|NW_015622818.1_prot_XP_016268745.1_1242	96.813	251	0	1	1	243	79	329	1.65E-177	489
g3635	lcl|NW_015622818.1_prot_XP_016268744.1_1241	100	373	0	0	1	373	79	451	0	785
g3636	lcl|NW_015622820.1_prot_XP_016265716.1_4261	100	257	0	0	247	503	1	257	0	541
g3637	lcl|NW_015622820.1_prot_XP_016265711.1_4257	100	249	0	0	1	249	61	309	0	529
g3638	lcl|NW_015622820.1_prot_XP_016265710.1_4255	100	269	0	0	1	269	79	347	0	542
g3639	lcl|NW_015622820.1_prot_XP_016265709.1_4254	100	427	0	0	61	487	47	473	0	889
g364	lcl|NW_015622819.1_prot_XP_016266661.1_2314	100	901	0	0	1	901	79	979	0	1842
g3640	lcl|NW_015622820.1_prot_XP_016265707.1_4252	100	341	0	0	1	341	60	400	0	709
g3641	lcl|NW_015622820.1_prot_XP_016265706.1_4251	100	333	0	0	1	333	79	411	0	661
g3642	lcl|NW_015622820.1_prot_XP_016265703.1_4248	97.865	281	6	0	1	281	104	384	0	564
g3643	lcl|NW_015622850.1_prot_XP_016256473.1_12675	72.212	529	147	0	1	529	78	606	0	783
g3644	lcl|NW_015622820.1_prot_XP_016265702.1_4247	100	155	0	0	1	155	79	233	2.88E-114	322
g3645	lcl|NW_015622820.1_prot_XP_016265701.1_4246	100	485	0	0	1	485	79	563	0	983
g3646	lcl|NW_015622820.1_prot_XP_016265696.1_4242	100	835	0	0	1	835	79	913	0	1730
g3647	lcl|NW_015622820.1_prot_XP_016265695.1_4240	100	243	0	0	1	243	79	321	0	500
g3648	lcl|NW_015622820.1_prot_XP_016265694.1_4239	100	419	0	0	1	419	79	497	0	865
g3649	lcl|NW_015622828.1_prot_XP_016258345.1_11141	34.926	272	147	4	1	256	89	346	1.05E-44	159
g365	lcl|NW_015622819.1_prot_XP_016266660.1_2313	100	185	0	0	1	185	79	263	2.63E-133	372
g3651	lcl|NW_015622820.1_prot_XP_016265693.1_4238	100	34	0	0	1	34	79	112	3.57E-20	74.3
g3652	lcl|NW_015622820.1_prot_XP_016265692.1_4237	96.907	194	1	1	1	194	79	267	7.23E-137	382
g3653	lcl|NW_015622820.1_prot_XP_016265691.1_4236	99.296	710	1	2	22	729	35	742	0	1464
g3655	lcl|NW_015622820.1_prot_XP_016265690.1_4235	100	419	0	0	1	419	79	497	0	860
g3656	lcl|NW_015622820.1_prot_XP_016264987.1_3532	48.163	490	243	4	1	486	86	568	1.13E-157	461
g3657	lcl|NW_015622824.1_prot_XP_016261069.1_8865	60.417	192	76	0	1	192	79	270	2.07E-85	252
g3658	lcl|NW_015622820.1_prot_XP_016265689.1_4234	100	601	0	0	1	601	123	723	0	1239
g3659	lcl|NW_015622820.1_prot_XP_016265688.1_4233	93.529	170	3	1	1	170	62	223	3.64E-113	319
g366	lcl|NW_015622819.1_prot_XP_016266659.1_2312	100	1100	0	0	1	1100	294	1393	0	2255
g3660	lcl|NW_015622818.1_prot_XP_016268758.1_1255	55.03	507	216	3	1	507	58	552	0	568
g3661	lcl|NW_015622818.1_prot_XP_016267888.1_385	50.418	478	220	5	2	479	85	545	0	521
g3662	lcl|NW_015622820.1_prot_XP_016265687.1_4232	100	79	0	0	1	79	79	157	1.45E-55	167
g3663	lcl|NW_015622819.1_prot_XP_016267441.1_3094	56.762	525	225	2	1	524	93	616	0	612
g3664	lcl|NW_015622820.1_prot_XP_016265686.1_4231	90.826	218	0	1	1	218	392	589	4.01E-142	408
g3666	lcl|NW_015622824.1_prot_XP_016260908.1_8704	55.854	410	176	2	1	406	126	534	1.65E-158	465
g3667	lcl|NW_015622820.1_prot_XP_016265685.1_4230	100	534	0	0	1	534	79	612	0	1100
g3668	lcl|NW_015622820.1_prot_XP_016265684.1_4229	100	961	0	0	1	961	79	1039	0	1986
g3669	lcl|NW_015622820.1_prot_XP_016265683.1_4228	100	537	0	0	1	537	108	644	0	1133
g367	lcl|NW_015622819.1_prot_XP_016266658.1_2311	100	603	0	0	1	603	79	681	0	1223
g3670	lcl|NW_015622820.1_prot_XP_016265682.1_4227	100	414	0	0	1	414	79	492	0	844
g3671	lcl|NW_015622820.1_prot_XP_016265681.1_4226	100	128	0	0	1	128	79	206	1.44E-89	257
g3672	lcl|NW_015622820.1_prot_XP_016265680.1_4225	100	327	0	0	491	817	1	327	0	686
g3673	lcl|NW_015622820.1_prot_XP_016265677.1_4222	100	1125	0	0	1	1125	79	1203	0	2284
g3674	lcl|NW_015622819.1_prot_XP_016267450.1_3103	47.619	483	234	5	1	464	83	565	4.72E-139	410
g3675	lcl|NW_015622820.1_prot_XP_016265676.1_4221	100	36	0	0	1	36	79	114	1.05E-20	75.9
g3677	lcl|NW_015622826.1_prot_XP_016259021.1_9549	35.211	71	42	1	2	68	80	150	1.59E-09	49.7
g3678	lcl|NW_015622820.1_prot_XP_016265673.1_4218	100	639	0	0	1	639	79	717	0	1298
g3679	lcl|NW_015622820.1_prot_XP_016265672.1_4217	100	31	0	0	1	31	79	109	7.65E-18	68.2
g368	lcl|NW_015622819.1_prot_XP_016266657.1_2310	99.92	1244	1	0	1	1244	79	1322	0	2568
g3680	lcl|NW_015622820.1_prot_XP_016265671.1_4216	98.842	259	3	0	1	259	79	337	0	520
g3681	lcl|NW_015622820.1_prot_XP_016265670.1_4215	99.926	1357	1	0	1	1357	79	1435	0	2721
g3683	lcl|NW_015622821.1_prot_XP_016263332.1_4676	99.438	178	1	0	77	254	10	187	3.68E-132	370
g3684	lcl|NW_015622821.1_prot_XP_016263336.1_4680	100	293	0	0	1	293	50	342	0	599
g3685	lcl|NW_015622821.1_prot_XP_016263339.1_4683	100	335	0	0	1	335	79	413	0	683
g3686	lcl|NW_015622821.1_prot_XP_016263340.1_4684	100	518	0	0	1	518	79	596	0	1070
g3687	lcl|NW_015622821.1_prot_XP_016263341.1_4685	95.701	442	0	1	1	442	79	501	0	847
g3688	lcl|NW_015622821.1_prot_XP_016263342.1_4686	100	201	0	0	1	201	79	279	3.86E-145	404
g3690	lcl|NW_015622821.1_prot_XP_016263343.1_4687	100	77	0	0	1	77	79	155	1.18E-52	159
g3691	lcl|NW_015622821.1_prot_XP_016263344.1_4688	100	463	0	0	1	463	79	541	0	975
g3692	lcl|NW_015622821.1_prot_XP_016263345.1_4689	100	784	0	0	1	784	59	842	0	1592
g3693	lcl|NW_015622821.1_prot_XP_016263347.1_4691	100	353	0	0	1	353	62	414	0	706
g3694	lcl|NW_015622827.1_prot_XP_016258570.1_10313	43.75	304	165	4	1	298	84	387	2.09E-79	244
g3695	lcl|NW_015622821.1_prot_XP_016263350.1_4693	99.587	727	3	0	1	727	79	805	0	1456
g3696	lcl|NW_015622821.1_prot_XP_016263353.1_4697	100	438	0	0	1	438	79	516	0	934
g3697	lcl|NW_015622821.1_prot_XP_016263354.1_4698	100	611	0	0	1	611	79	689	0	1260
g3698	lcl|NW_015622821.1_prot_XP_016263355.1_4699	93.75	304	0	1	1	304	79	363	0	583
g3699	lcl|NW_015622821.1_prot_XP_016263356.1_4700	100	223	0	0	1	223	79	301	6.28E-164	453
g37	lcl|NW_015622830.1_prot_XP_016257611.1_11541	100	810	0	0	1	810	79	888	0	1655
g370	lcl|NW_015622819.1_prot_XP_016266655.1_2308	99.899	995	1	0	1	995	79	1073	0	2069
g3700	lcl|NW_015622821.1_prot_XP_016263357.1_4701	100	76	0	0	1	76	79	154	3.57E-52	158
g3701	lcl|NW_015622821.1_prot_XP_016263358.1_4702	100	623	0	0	1	623	115	737	0	1291
g3703	lcl|NW_015622821.1_prot_XP_016263360.1_4704	100	51	0	0	1	51	64	114	1.86E-31	103
g3704	lcl|NW_015622821.1_prot_XP_016263361.1_4705	100	55	0	0	1	55	79	133	4.93E-36	116
g3705	lcl|NW_015622821.1_prot_XP_016263362.1_4706	100	532	0	0	1	532	80	611	0	1087
g3707	lcl|NW_015622821.1_prot_XP_016263363.1_4707	99.791	479	1	0	1	479	79	557	0	998
g3708	lcl|NW_015622821.1_prot_XP_016263364.1_4708	100	560	0	0	210	769	384	943	0	1154
g3709	lcl|NW_015622821.1_prot_XP_016263365.1_4709	94.57	442	3	1	1	442	79	499	0	808
g371	lcl|NW_015622819.1_prot_XP_016266654.1_2307	100	223	0	0	1	223	79	301	1.72E-167	462
g3710	lcl|NW_015622821.1_prot_XP_016263367.1_4711	100	180	0	0	1	180	79	258	5.21E-133	371
g3711	lcl|NW_015622821.1_prot_XP_016263368.1_4712	100	296	0	0	1	296	90	385	0	595
g3712	lcl|NW_015622821.1_prot_XP_016263369.1_4713	100	784	0	0	1	784	52	835	0	1614
g3713	lcl|NW_015622821.1_prot_XP_016263370.1_4714	100	282	0	0	1	282	79	360	0	594
g3714	lcl|NW_015622821.1_prot_XP_016263371.1_4715	100	241	0	0	1	241	79	319	0	508
g3715	lcl|NW_015622821.1_prot_XP_016263372.1_4716	100	639	0	0	1	639	79	717	0	1300
g3716	lcl|NW_015622821.1_prot_XP_016263373.1_4717	100	76	0	0	1	76	114	189	1.12E-50	155
g3717	lcl|NW_015622821.1_prot_XP_016263374.1_4718	100	550	0	0	1	550	79	628	0	1142
g3718	lcl|NW_015622821.1_prot_XP_016263375.1_4719	100	25	0	0	1	25	144	168	1.71E-13	58.2
g3719	lcl|NW_015622821.1_prot_XP_016263376.1_4720	100	373	0	0	1	373	107	479	0	766
g372	lcl|NW_015622819.1_prot_XP_016266653.1_2306	100	237	0	0	1	237	79	315	1.13E-177	489
g3720	lcl|NW_015622822.1_prot_XP_016262357.1_6303	35.685	482	291	8	3	470	83	559	8.05E-93	291
g3721	lcl|NW_015622821.1_prot_XP_016263377.1_4721	100	290	0	0	1	290	79	368	0	603
g3722	lcl|NW_015622821.1_prot_XP_016263379.1_4723	100	692	0	0	1	692	49	740	0	1424
g3725	lcl|NW_015622821.1_prot_XP_016263381.1_4725	100	415	0	0	1	415	79	493	0	867
g3726	lcl|NW_015622821.1_prot_XP_016263382.1_4726	86.141	368	0	2	1	368	954	1270	0	616
g3727	lcl|NW_015622819.1_prot_XP_016267299.1_2952	36.471	255	151	2	3	249	149	400	1.55E-43	159
g3728	lcl|NW_015622823.1_prot_XP_016261234.1_7304	99.644	281	1	0	1	281	79	359	0	582
g3729	lcl|NW_015622823.1_prot_XP_016261233.1_7303	100	80	0	0	1	80	79	158	3.66E-54	164
g373	lcl|NW_015622819.1_prot_XP_016266652.1_2305	100	320	0	0	1	320	79	398	0	666
g3730	lcl|NW_015622862.1_prot_XP_016256290.1_12874	41.176	68	39	1	3	69	4	71	2.84E-08	52.4
g3731	lcl|NW_015622823.1_prot_XP_016261232.1_7302	97.689	1428	1	1	1	1428	79	1474	0	2832
g3732	lcl|NW_015622823.1_prot_XP_016261231.1_7301	100	219	0	0	1	219	79	297	2.79E-168	464
g3733	lcl|NW_015622823.1_prot_XP_016261230.1_7300	100	297	0	0	1	297	85	381	0	611
g3734	lcl|NW_015622823.1_prot_XP_016261229.1_7299	100	247	0	0	1	247	133	379	0	509
g3735	lcl|NW_015622823.1_prot_XP_016261228.1_7298	100	541	0	0	1	541	79	619	0	1112
g3736	lcl|NW_015622823.1_prot_XP_016261226.1_7296	100	531	0	0	1	531	79	609	0	1086
g3737	lcl|NW_015622823.1_prot_XP_016261225.1_7295	100	598	0	0	1	598	79	676	0	1217
g3738	lcl|NW_015622823.1_prot_XP_016261224.1_7294	100	452	0	0	1	452	79	530	0	943
g3739	lcl|NW_015622823.1_prot_XP_016261223.1_7293	100	227	0	0	1	227	79	305	4.01E-170	469
g374	lcl|NW_015622819.1_prot_XP_016266651.1_2304	100	408	0	0	1	408	79	486	0	847
g3741	lcl|NW_015622823.1_prot_XP_016261222.1_7292	100	283	0	0	257	539	1	283	0	591
g3742	lcl|NW_015622823.1_prot_XP_016261220.1_7290	100	69	0	0	1	69	87	155	6.73E-43	134
g3743	lcl|NW_015622823.1_prot_XP_016261219.1_7289	100	107	0	0	1	107	77	183	5.81E-75	218
g3744	lcl|NW_015622823.1_prot_XP_016261218.1_7288	100	298	0	0	1	298	218	515	0	614
g3745	lcl|NW_015622823.1_prot_XP_016261217.1_7287	94.85	466	0	1	1	466	79	520	0	898
g3747	lcl|NW_015622822.1_prot_XP_016263131.1_7078	22.703	185	115	5	149	318	89	260	1.22E-04	43.1
g3748	lcl|NW_015622825.1_prot_XP_016259948.1_9190	81.319	91	17	0	180	270	31	121	7.58E-53	167
g3749	lcl|NW_015622823.1_prot_XP_016261216.1_7286	100	297	0	0	1	297	79	375	0	614
g375	lcl|NW_015622819.1_prot_XP_016266650.1_2303	100	410	0	0	1	410	79	488	0	846
